accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall,Epoch
0.18487748503684998,3.048293113708496,0.30466321110725403,0.061836156994104385,0.08243376016616821,3.6556637287139893,0.1325301229953766,0.016192344948649406,1
0.2411399781703949,2.6459896564483643,0.45595237612724304,0.080555260181427,0.26104024052619934,2.605001449584961,0.46268656849861145,0.1368989199399948,2
0.2528131306171417,2.5375893115997314,0.4938271641731262,0.09675044566392899,0.24828262627124786,2.979579448699951,0.3407682776451111,0.13493621349334717,3
0.2786833643913269,2.4406280517578125,0.562811553478241,0.1187296211719513,0.15112856030464172,3.3890440464019775,0.27765727043151855,0.06280667334794998,4
0.29624566435813904,2.3913049697875977,0.581271231174469,0.12598590552806854,0.26202160120010376,2.7603962421417236,0.4038929343223572,0.16290481388568878,5
0.3012935221195221,2.333366632461548,0.596524178981781,0.13355767726898193,0.28949952125549316,2.650822877883911,0.5099714994430542,0.17566241323947906,6
0.3129666745662689,2.318565845489502,0.610247015953064,0.14028814435005188,0.28410205245018005,2.5918173789978027,0.4436519145965576,0.15260058641433716,7
0.32411399483680725,2.253441333770752,0.6401259303092957,0.14964769780635834,0.30667319893836975,2.4148714542388916,0.5148367881774902,0.17026495933532715,8
0.3329477310180664,2.2132411003112793,0.6311911344528198,0.1621621549129486,0.38370952010154724,2.022873640060425,0.6522366404533386,0.22178606688976288,9
0.3485119342803955,2.1468100547790527,0.6455894112586975,0.1739404797554016,0.30765455961227417,2.4794793128967285,0.5976095795631409,0.14720314741134644,10
0.35156166553497314,2.1451737880706787,0.6510355472564697,0.17520244419574738,0.36604514718055725,2.2227189540863037,0.573816180229187,0.20215897262096405,11
0.3581869900226593,2.132718563079834,0.6455838084220886,0.18140709400177002,0.29440629482269287,2.395947217941284,0.5076400637626648,0.14671246707439423,12
0.3634451627731323,2.105149269104004,0.655465304851532,0.18666526675224304,0.3866535723209381,1.9835690259933472,0.7377690672874451,0.18498528003692627,13
0.37669575214385986,2.0816330909729004,0.6576964259147644,0.1927647441625595,0.3954857587814331,1.948799729347229,0.7404458522796631,0.22816486656665802,14
0.38479334115982056,2.037606954574585,0.6665531396865845,0.20580503344535828,0.33856722712516785,2.1692214012145996,0.5685975551605225,0.18302257359027863,15
0.35313913226127625,2.1598222255706787,0.6465208530426025,0.17099590599536896,0.2630029320716858,2.73704195022583,0.48070740699768066,0.14671246707439423,16
0.3760647773742676,2.05462646484375,0.6705582141876221,0.1932905614376068,0.3056918680667877,2.4403955936431885,0.5721738934516907,0.16143277287483215,17
0.37953516840934753,2.044431447982788,0.6742451190948486,0.19960038363933563,0.3557409346103668,2.316422700881958,0.5657567977905273,0.22374877333641052,18
0.3909980058670044,2.000281810760498,0.6806607246398926,0.20801346004009247,0.2536800801753998,2.640105724334717,0.45681819319725037,0.09862610697746277,19
0.3989904224872589,1.9932926893234253,0.6991269588470459,0.21895046532154083,0.3405299186706543,2.229902505874634,0.5584795475006104,0.18743866682052612,20
0.4071931838989258,1.935687780380249,0.6998063325881958,0.22799453139305115,0.3719332814216614,2.1647040843963623,0.5799300074577332,0.24386653304100037,21
0.409296452999115,1.932776689529419,0.6874604225158691,0.2283100187778473,0.4082433879375458,1.9790512323379517,0.6955903172492981,0.23994112014770508,22
0.4050899147987366,1.9458574056625366,0.6953795552253723,0.22157955169677734,0.4131501615047455,1.9081051349639893,0.6469072103500366,0.24631991982460022,23
0.4227573871612549,1.8967316150665283,0.7096268534660339,0.2379850596189499,0.34838077425956726,2.2620480060577393,0.5490654110908508,0.23061825335025787,24
0.42139026522636414,1.8834198713302612,0.6976029276847839,0.23872120678424835,0.2865554392337799,3.5036215782165527,0.3615185618400574,0.20559372007846832,25
0.435061514377594,1.8606892824172974,0.712592601776123,0.2529182732105255,0.42394503951072693,1.9308346509933472,0.6514806151390076,0.28066733479499817,26
0.44431591033935547,1.810631275177002,0.7170957326889038,0.26070037484169006,0.42541706562042236,1.934000849723816,0.6783625483512878,0.2276741862297058,27
0.4473656415939331,1.7926502227783203,0.7137525081634521,0.2614365220069885,0.4578017592430115,1.7646310329437256,0.7313237190246582,0.2737978398799896,28
0.45136186480522156,1.7828463315963745,0.7254294753074646,0.27090126276016235,0.38812562823295593,2.203653573989868,0.5610494613647461,0.2728164792060852,29
0.45535808801651,1.7771334648132324,0.7179772257804871,0.2717425525188446,0.3851815462112427,2.1955747604370117,0.5376676917076111,0.2556428015232086,30
0.45525291562080383,1.7467411756515503,0.7190423607826233,0.27479231357574463,0.41069677472114563,2.0306477546691895,0.5958605408668518,0.2684004008769989,31
0.4613524079322815,1.7402762174606323,0.7301198244094849,0.2819434106349945,0.3508341610431671,2.3525235652923584,0.5106796026229858,0.2580961585044861,32
0.4630350172519684,1.7193948030471802,0.7227321863174438,0.2815227806568146,0.4578017592430115,1.737528681755066,0.6896955370903015,0.28900882601737976,33
